ligand	avg_energy	max_energy	min_energy	avg_rsmd
O=C(O)C(=O)NCC(=O)N(Cc1ccc(F)cc1)P(=O)(O)O	Molecule_165	-6.483972	-6.059300	-7.159900	3.768344
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C3=CCC4=C(C3)C(=O)N[C@H]4O)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1240	-7.707324	-7.119100	-8.777200	5.514632
CC(C)CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CCC1	Molecule_786	-6.576938	-6.002000	-7.738400	4.901284
O=C(O)C=c1cccc2c1=CC1=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C1C2	Molecule_1335	-7.159254	-6.431900	-8.684400	7.722228
NC(=O)CCCC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_961	-7.273780	-6.622300	-8.210800	4.995458
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C[C@@H]4CC=C(O)N=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1020	-6.995646	-6.353700	-8.373300	7.521466
CNC[C@@H](O)[C@@H](O)[C@H]1C[P@](=O)(O)O[P@@](=O)(OP(=O)(O)O)O1	Molecule_124	-6.884874	-6.362100	-7.836300	4.070395
O=C(O)C=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O	Molecule_542	-6.673672	-6.051800	-7.679900	4.255460
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=C4CC=N[C@@H]4CC4=CN=C3[C@@H]24)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1406	-7.308530	-6.505300	-9.061200	9.229826
C=C(C)N[C@@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2[C@@H]2C[C@H](O)C[C@H]12	Molecule_1317	-6.760522	-6.097800	-8.068700	8.343954
C[C@H]1CCC2=CCc3cc(=CC=C4C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N4C(=O)[C@H](O)CCC(=O)O)cc(F)c3=C2OC1	Molecule_1433	-6.617498	-5.939100	-7.686500	7.914396
O=CCO[C@@H]([C@H](O)C(=O)OC(=O)O)[C@H](O)[C@@H](O)CO[P@](=O)(O)OP(=O)(O)O	Molecule_375	-6.097672	-5.673700	-6.655700	3.318173
CC[C@H]1CC=C2CNCCC2=C1C#CCC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)C	Molecule_1416	-6.792024	-6.311300	-7.812300	6.553208
CC(=N)CCC=CC1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_891	-6.631062	-5.917200	-8.028200	6.890274
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3Cc4cccc(O)c4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1041	-7.336594	-6.832100	-8.305000	7.753072
NC(=O)C1=CCC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)C=C1	Molecule_737	-7.514310	-7.107800	-8.294000	4.412602
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=C(F)C[C@H](F)C3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_820	-6.621584	-5.952700	-7.436800	6.153512
CC=CC(=C(C)C)[C@H]1C=CC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)[C@@H](C)C1	Molecule_1153	-7.372114	-6.776100	-8.258100	4.673710
Cn1c(=O)[nH]c2cc3ncc(C(=O)O)cc3c(O)c2c1=O	Molecule_122	-6.696740	-6.100800	-7.612600	4.737528
CC1=C(C(=O)N=C2C=CC3=CC(=C4C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@H](O)CCC(=O)O)CC=C3C2)C=CCC1	Molecule_1516	-7.463028	-6.834900	-8.373100	8.507557
CC1=CC=CC1=C1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC[C@@H]2C1	Molecule_1081	-7.710206	-6.914600	-9.324800	7.342950
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=c4cc[nH]c4=C[C@H]4CN[C@@H]3[C@@H]24)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1421	-7.621334	-6.993200	-8.986200	8.110971
COC[C@H]1O[C@@H](N(C)C(=NC(=O)C(=O)O)CCCCC(=O)O)[C@@H](O)[C@@H]1O	Molecule_344	-6.113618	-5.644300	-7.072700	3.753422
CC(=O)OC[C@H](CO[C@@H]1C[C@@H](O)[C@@H](O)[C@@H](O[P@@](=O)(O)OP(=O)(O)O)[C@H]1O)OC(=O)N	Molecule_523	-6.836496	-6.414700	-7.292600	4.884315
COC(=O)O／C／1=C／[C@@H]2[C@@H](C(=O)O)C[C@H](O[P@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[C@H]1CO)[C@H]2O	Molecule_575	-5.055912	-4.194200	-6.135600	5.225256
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2C=C[C@H]3C(=C2)CC[C@@H]3C(=O)O)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_904	-7.197338	-6.683800	-8.340500	4.679394
CNC(=O)NCc1ccc(OC(=O)O)cc1O[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O	Molecule_468	-7.070908	-6.447600	-8.190500	3.740425
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3CC4=CCCCC4=CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_970	-7.235304	-6.579200	-8.343700	5.858119
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3Cc4c(n[nH]c4CCO)CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1144	-6.541578	-5.787700	-7.991800	7.022913
C[C@H]1Cc2cc(C(=O)O)c(O)cc2CN1C(=O)C(=O)O[P@](=O)(O)OP(=O)(O)O	Molecule_426	-7.223578	-6.729700	-7.890900	5.521384
CC1=CC(=c2ccc3=CC(=C4C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@H](O)CCC(=O)O)CCc3n2)[C@@H](F)CC1	Molecule_1325	-7.590667	-6.962500	-9.309400	9.857018
CN1Cc2cc(CNC(=O)O)ccc2NC1=O	Molecule_56	-5.806012	-5.331400	-6.654100	5.331663
CO[C@@H]1[C@@H](O[P@@](=O)(O)OP(=O)(O)O)C[C@@H]2[C@H]1OCN2COCO	Molecule_200	-6.484270	-5.984700	-7.180600	4.473754
CC(=CC(=Cc1ccc2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=c2c1)C)C	Molecule_1223	-7.332784	-6.624700	-8.270000	7.926969
N=C1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_739	-7.621916	-6.788000	-8.787500	5.363469
CON=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CCC2)CC2=C1CCCC2	Molecule_1423	-7.826096	-6.972300	-9.184700	5.281301
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)CC#CC1=C2CCNC[C@H]2CC=C1C	Molecule_1273	-7.758340	-7.368400	-8.331200	5.118575
CN1CC[C@@H](N2C=CC3=CNC(=O)N[C@@H]3C2=O)C1=O	Molecule_82	-6.176024	-5.561800	-7.020500	6.299000
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5CCCC(=C5CC4)O)nc3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1561	-7.129746	-6.533500	-8.103300	9.138726
C=C1C(=CC(=O)NC(=O)[C@@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)[C@H](C)Cc2ccc(O)cc12	Molecule_615	No configurations were found
