ligand	avg_energy	max_energy	min_energy	avg_rsmd
CCC1=CC(=C(C#CCC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)C)[C@@H](C)C1)C	Molecule_1206	-7.616450	-7.029000	-8.885700	4.271278
O=C(O)CO[C@@H]1[C@@H](CC2CCCCC2)OC(=C(C(=O)O)[C@H]1O)[C@H](O)OP(=O)(O)O	Molecule_449	-6.865514	-6.227200	-8.364800	4.801377
O=C(O)NC[C@H]1[C@@H](OP(=O)(O)O)CO[C@H]([C@@H](O)CO)[C@@H]1O	Molecule_144	-5.737012	-5.102100	-7.124000	3.878705
CC(=C(F)F)N=C1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_1094	-7.086072	-6.290700	-8.191400	7.308155
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(C=C(F)CO)cc3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1011	-6.840220	-6.173000	-8.041700	5.628355
O=C(O)C(=O)NC(=O)[C@@H](O[P@@](=O)(O)OP(=O)(O)O)C(=O)O	Molecule_140	-6.917462	-6.381600	-7.682700	3.442448
CCC(=Cc1ccc2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=c2c1)C	Molecule_1002	-6.848554	-6.185600	-8.354800	8.255600
O=C(O)OC=C1O[C@H](CO[P@@](=O)(O)OP(=O)(O)O)O[C@H]1O	Molecule_145	-6.643902	-6.133800	-7.507100	3.572442
NC(=O)CC[C@@H]1C[C@@H](NC(=O)N)CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C12	Molecule_1430	-7.043018	-6.478400	-8.016100	8.496576
C=C1C[C@]2(CC(=O)NN2)CC1=CC1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)CC=C1	Molecule_1322	-7.214094	-6.574300	-8.541900	6.309817
CO[C@@H](OCCO)[C@H](O)[C@H](O)CO[P@@](=O)(O)OP(=O)(O)O	Molecule_130	-5.183132	-4.985200	-5.673500	3.551672
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(C4=CC(=O)N=CC4)cc3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1181	-7.340516	-6.584500	-8.857900	7.200744
O=C(O)CO[C@@H]1[C@@H](O)COC(=O)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H](O)[C@H]1O	Molecule_391	-5.122964	-4.502400	-5.762500	3.912560
CC=Cc1ccc(CC2=CC(=CCC2)C2=C(C(=O)NC(=O)[C@@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)CCC2)c(O)c1	Molecule_938	-7.465440	-7.081100	-8.387000	4.600975
CCCO[C@H]1[C@@H](O)C(=NOC(=O)O)O[C@H](OP(=O)(O)O)[C@@H]1O[P@@](=O)(O)OP(=O)(O)O	Molecule_521	-6.686212	-6.047800	-7.611900	4.459647
O=C(O)NC(=O)C[C@H](OP(=O)(O)O)[C@H](COCCCO)O[P@](=O)(O)OP(=O)(O)O	Molecule_447	-5.991724	-5.670800	-6.713500	4.051081
O=P(O)(O)O[P@@](=O)(O)O[C@H]1[C@@H](O)COC[C@@H]1OCCO	Molecule_120	-6.348266	-5.765500	-7.184200	3.722321
O=C(O)CCO[C@H]1CO[C@H](O)CO[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[C@H]1CO	Molecule_437	-5.027404	-4.475100	-5.817600	4.369718
CN1／C=C＼C=C／CC／C=C(／C[C@@H](NC(=O)C(=O)O)C(=O)OP(=O)(O)O)＼C1	Molecule_315	-5.543952	-5.015400	-6.336300	5.015907
C=Cc1ccc(C)c([C@@H]2C=CC(=CC=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC2)c1	Molecule_1169	-7.847048	-7.234800	-8.769700	5.196608
CCNC(=O)[C@@H](O[P@@](=O)(O)OP(=O)(O)O)C1=CC(=CC(=O)C1=O)O	Molecule_254	-6.355414	-5.814200	-7.317600	4.002848
CC(=O)NCc1ccc2c3c1O[P@](=O)(O)O[C@@H]3OC(=Cc1cc(O)c(O)cc1O)N2C(=O)CCO	Molecule_641	-7.356236	-6.713000	-8.815900	5.298210
N=C(N)N[C@H]1CCC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_972	-6.984180	-6.378300	-8.453500	8.734060
O=P(O)(O)O[P@@](=O)(O)O[C@H]1[C@H](CO)O[C@@H](CO)[C@H]1O	Molecule_91	-6.041746	-5.575500	-6.971400	4.096286
CC(=O)NC[C@H]1OC(=C(C(=O)O)C[C@H]1CC(=O)N)[C@@H](O)OP(=O)(O)O	Molecule_302	-6.868112	-6.257800	-7.712300	4.093312
NC(=O)N[C@@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2[C@@H](CCCO)C1	Molecule_1333	-6.478121	-5.839900	-7.936700	10.340855
CCNC(=O)[C@@H](O[P@@](=O)(O)OP(=O)(O)O)c1c[nH]n(OC)c1=O	Molecule_207	-6.273684	-5.864200	-6.908500	3.789501
C[C@H]1CC=CC(=C1c1ccc2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=c2c1)F	Molecule_1336	-7.063610	-2.471000	-8.511000	6.181393
O=C(O)CN1CC(=O)N(CCC[C@H](NC(=O)C(=O)O)C(=O)OP(=O)(O)O)C1	Molecule_377	-6.576842	-6.113900	-7.457400	3.738120
O=CC[C@H](CO)Cc1cc(NC(=O)O)cc(O[C@@H]2C[C@H](O)[C@@H](O)[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@@H]2O)c1F	Molecule_729	-7.241920	-6.735000	-8.232200	5.161133
C[C@H](OC1(C(=O)N2CCC(=O)C2)CCCC1)[C@@H](C=CO)OP(=O)(O)O	Molecule_276	-6.456192	-5.904200	-7.115900	3.800936
C=C(C)C=C1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2[C@@H]2CC(=O)C[C@H]12	Molecule_1267	-6.419173	-5.839300	-7.596600	9.075531
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=CCC#CC2=C[C@H](F)C[C@H]3CCC=C23)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1082	-7.132258	-6.554400	-8.149400	5.099724
NC(=O)NCc1cc2c(OP(=O)(O)O)ccc(C(=O)O[C@H]3CC=CCC3)c2[nH]c1=O	Molecule_527	-7.329856	-6.846400	-8.439900	4.815808
O=C(O)CCO[C@@H]1[C@H]2C[C@H](O)[C@@H](O)[C@H](CO[P@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)O[C@@H]1CO)O2	Molecule_574	-5.112036	-4.342900	-6.370400	4.190182
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(c3ccc4c(c3)CC(=O)C4)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1083	-7.050606	-6.459100	-8.133200	5.541483
COC(=O)C[C@@H](OP(=O)(O)O)[C@@H](COCCCCCC=O)O[P@@](=O)(O)OP(=O)(O)O	Molecule_530	-6.538818	-6.210100	-7.290400	3.983549
CN[C@@H]1C[C@@H](C(=O)O)c2cc(C(=O)O)c(OP(=O)(O)O)cc2[C@@H]1O	Molecule_221	-6.827984	-6.165400	-7.874200	4.511124
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=C4CCc5ccccc5C(=O)N=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1523	-6.020968	-5.365400	-7.317000	8.551506
CC1=NC(=O)CC1=C1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC[C@@H]2C1	Molecule_1204	-7.113616	-6.573500	-8.620200	8.039368
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=CCC4)nc3CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_996	-7.521520	-6.757100	-9.214700	6.309542
CC1=CCC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)C=C1CCC=C1CCCO1	Molecule_998	-6.951586	-6.382400	-8.640700	5.731375
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5CCC=C5CC4)nc3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1404	-7.288475	-6.698600	-8.239500	7.098395
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C(=O)CC=C[C@H]3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_772	-7.286374	-6.593900	-8.464900	4.705778
CC1=C(C#CCC=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)C2=C(CCC2)CC1=O	Molecule_1192	-8.057710	-7.516700	-8.927900	4.787096
NC(=O)Cc1ccc2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=c2c1	Molecule_897	-6.984090	-6.342100	-8.797500	6.309779
C=C(N[C@@H]1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@@H]2CCC[C@@H]12)OC	Molecule_1332	-6.821558	-6.156100	-8.130400	5.577136
CCCCC1=C2CC3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CC=C3CC2=NC1	Molecule_1253	-6.766010	-5.994200	-8.240100	6.244172
CC(=O)N[C@@H]1C=C(C)C2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_1005	-6.748978	-6.088600	-8.182900	8.619586
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=C[S@@H](O)CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_751	-6.762318	-6.170500	-7.917200	5.703270
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=CC=CC4)nc3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1097	-7.130998	-6.320500	-8.569100	7.123757
O=c1oncn1[C@@H]1O[C@@H](CO)[C@H](O)[C@@H]1O[P@](=O)(O)OP(=O)(O)O	Molecule_182	-6.880126	-6.219500	-7.891100	3.783970
C=C1NCCC2=C(C#CCC(=CC=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)C)[C@H](CC)CCC[C@@H]12	Molecule_1585	-6.441332	-5.974500	-7.255900	5.148625
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3CC4=CC[C@H]5CCC=CC5=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1308	-7.108506	-6.429700	-8.623600	8.256272
NC(=O)C=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_541	-6.630370	-5.955800	-7.937900	4.438816
CC[C@@H]1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC[C@H]2C1	Molecule_816	-7.011194	-6.413700	-8.448000	7.972535
CCC1=C2C[C@@H]3C=CCC3=C3CC4=CCC(=C5C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N5C(=O)[C@@H](O)CCC(=O)O)C=C4[C@@H](C1)[C@H]23	Molecule_1565	-7.577316	-6.655700	-9.007000	7.520895
CC1=CC(=O)C=CC1=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_704	-7.154996	-6.594400	-8.204900	4.893308
CC1=NCC=C1CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)CC=C1	Molecule_999	-7.332558	-6.737700	-8.631500	5.507637
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=C4CCC[C@H]4N[C@@H]4CS[C@H]3[C@H]24)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1395	-7.048980	-6.406800	-8.258900	8.645632
O=C1C=C=CC=C1[C@@H](O)C(=O)[C@H]1C[P@](=O)(O)O[P@](=O)(OP(=O)(O)O)O1	Molecule_299	-7.201782	-6.803800	-7.803300	4.281886
CC1=CCC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)C=C1CCC(=O)O	Molecule_812	-6.926018	-6.324100	-7.809900	4.781346
O=C(O)C=C1CC2=CCCC2=C2CC3=CCC(=C4C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)C=C3C=C12	Molecule_1542	-7.163192	-6.537400	-8.402900	9.636590
CC(=O)N[C@H]1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@H]2C[C@@H](C(=O)N)C[C@H]12	Molecule_1447	-7.504608	-6.815000	-9.478500	6.554399
CC(=O)N=C1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_955	-6.079812	21.738900	-8.080700	6.081478
CCC=CN=C1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_976	-7.025871	-6.351700	-8.168700	6.596635
C[C@]1(O)CCC2=CC3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CC=C3C[C@@H]12	Molecule_979	-6.976160	-6.352400	-8.145500	7.000611
O=c1sncn1[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O[P@@](=O)(O)OP(=O)(O)O	Molecule_205	-6.767354	-6.181700	-7.550200	4.410651
CC1=CC(=C2C=CC(=C[C@H]2C)F)CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C12	Molecule_1432	-7.304492	-6.591200	-8.820100	8.371763
O=C(O)O[C@H]1[C@H](CCCCO)OC(=C(C(=O)O)[C@H]1O)[C@H](O)OP(=O)(O)O	Molecule_323	-5.781490	-5.292000	-7.005900	4.221728
O=C(O)c1cccc([C@@H]2C(=O)Nc3cc(C(=O)O)c(O)cc23)c1	Molecule_196	-7.170240	-6.438200	-8.116600	4.595927
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C[C@H]4C[C@@H]5C=CC=CC5=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1185	-7.306866	-6.678600	-8.428600	7.979646
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(c3cccc(CC(=O)O)c3)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1110	-7.375678	-6.901700	-8.664500	5.247527
C=C(C)C(=O)N1c2ccc(CNC(=O)C)c3c2[C@H](O[C@H]1C)O[P@](=O)(O)O3	Molecule_350	-6.562084	-5.895800	-8.161400	4.554053
O=C(O)NC[C@@H]1[C@H](OP(=O)(O)O)CN(C2CCCC2)C(=O)[C@H]1O	Molecule_190	-6.201718	-5.477100	-7.795000	5.067996
COC(=O)C[C@H](OP(=O)(O)O)[C@@H](COCCCCC(=O)O)O[P@@](=O)(O)OP(=O)(O)O	Molecule_492	-6.693604	-6.400500	-7.102800	4.193350
O=C(O)c1cc2c(cc1O)[C@H](c1c(=O)[nH]n3ccccc13)C(=O)N2	Molecule_248	-7.146940	-6.539500	-8.303200	5.474337
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O)CC#Cc1c2c(cc3ccccc13)CNCC2	Molecule_1569	-7.757806	-7.221400	-8.994900	4.231818
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C=CCCCCO)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_889	-7.032726	-6.337200	-8.075700	4.790392
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=CC(=NC(=O)[C@@H]4C=CC=CC4)CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1364	-7.468734	-6.819100	-8.504700	7.570707
O=C(O)C(=C(OCCO)[C@H](O)OP(=O)(O)O)O	Molecule_59	-5.525469	-5.047300	-6.597700	3.290998
O=CNC(=O)C[C@@H](OP(=O)(O)O)[C@H](COCCCO)O[P@@](=O)(O)OP(=O)(O)O	Molecule_446	-6.637548	-6.275900	-7.449600	4.235108
C=C1C[C@]2(CC(=O)CN2)CC1=CC1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_1280	-7.632966	-6.705500	-8.817000	4.933924
CCC(=CC(=O)NC(=O)[C@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)C1=CCCC(=C1)Cc1ccccc1C	Molecule_711	-8.168126	-7.796300	-8.731100	6.862344
C=C(C)N[C@H]1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@@H](CCC(=O)O)C1	Molecule_1419	-6.440367	-5.947700	-7.808100	6.662653
O=P(O)(O)O[C@@H]1C[C@@H](OCO)O[C@H](CO[P@@](=O)(O)OP(=O)(O)O)[C@H]1O	Molecule_283	-6.225204	-5.697400	-6.942900	3.447099
CC1=CCCC=C1CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)CC=C1	Molecule_1117	-7.312620	-6.710300	-8.078800	3.809576
CON=c1cc(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCC2)[nH]c2c1CC(=C(C)C2)O	Molecule_1562	-7.379134	-6.872800	-8.397800	5.153814
O=C(O)CCO[C@@H]1CO／C=C＼O[P@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[C@@H]1CO	Molecule_382	-4.758808	-3.903900	-5.695400	4.311430
O=c1ccn([C@H]2O[C@H](CO)[C@H](O)[C@@H]2O[P@](=O)(O)OP(=O)(O)O)c(=O)[nH]1	Molecule_266	-6.461408	-5.809500	-7.562200	4.261537
CC=C(C=CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O)C)C1CCCC1	Molecule_929	-7.443354	-6.836500	-8.466200	4.492930
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=CSC[C@H]3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_697	-6.520376	-5.906000	-7.728200	4.801461
O=C(O)CC[C@H](O)C(=O)N1C(=CC=C2C=C[C@@H](C(=O)CO)CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_808	-6.769978	-6.346400	-7.252700	4.921556
CC1=C(C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2)CC(=N)C=C1	Molecule_1115	-7.030260	-6.348000	-8.029900	5.735090
O=C(O)CO[C@@H]1C[C@H](C(=O)O)O[C@@H]1[C@@H](O)CO[P@](=O)(O)OP(=O)(O)O	Molecule_284	-5.691056	-5.190600	-6.800800	3.414265
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3CC4=C(c5ccccc5)CN=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1396	-7.687352	-7.080800	-8.735100	7.684155
C=C(CNCc1cc(O)c(C(=O)N)cc1C(=O)OP(=O)(O)O)OC	Molecule_225	-6.345694	-5.637000	-7.303800	4.008648
CON=C1C=C(C2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCC2)C=C2CCC[C@@H]12	Molecule_1310	-7.358558	-6.158200	-8.421800	5.960332
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=c2cc(F)c3=C(CCCc3c2)O)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_957	-7.424586	-6.788200	-8.987500	5.198410
CC(=O)NCc1ccc2c3c1O[P@@](=O)(O)O[C@H]3OC(=Cc1ccccc1O)N2C(=O)CCO	Molecule_598	-7.146864	-6.468600	-8.852300	5.242581
C[C@@H]1CCC2=C(C1)C(=CCC2)C#CCC=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_1195	-7.580169	-7.015100	-8.539600	4.246141
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(C3=CCC4=C(C3)C(=O)NC4=O)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1179	-7.506200	-6.932900	-8.473700	6.012622
O=C(O)Nc1cc(CC2=CCCC2=O)c(F)c(O[C@H]2C[C@@H](O)[C@@H](O)[C@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H]2O)c1	Molecule_730	-8.107316	-7.562900	-9.041800	5.421003
C=CCCCOC[C@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H](CC(=O)NC(=O)O)OP(=O)(O)O	Molecule_504	-6.068600	-5.684700	-6.884000	3.521279
CC(=O)OC(=O)[C@@H](CO[C@H]1C[C@@H](O)[C@@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H]1O)OC(=O)O	Molecule_554	-6.953306	-6.618700	-7.769900	5.551170
O=P(O)(O)O[P@@](=O)(O)OC[C@H]1OC(=CO[C@H]1O)NO	Molecule_88	-5.866732	-5.386600	-6.641500	3.882774
O=CNCCC(=O)N1C[C@H](O)[C@@H](O)[C@H](O)C1	Molecule_46	-5.424074	-5.021800	-6.029000	3.737418
NC(=O)c1ccc2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=c2c1	Molecule_833	-6.859174	-6.127400	-7.899300	5.729020
CC(=O)O[C@H]1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC[C@@H]2C1	Molecule_905	-6.711732	-6.189500	-7.801700	8.133912
CC(=O)N[C@H]1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@H]2C[C@H]3CCC[C@@H]3C[C@@H]12	Molecule_1591	-7.228920	-6.556400	-8.902700	9.908120
CCCc1ccc(CC2=CC(=CCC2)C2=C(C(=O)NC(=O)[C@@H](O)[C@H](CNC(=O)O)COP(=O)(O)O)CCC2)c(O)c1	Molecule_912	-7.919148	-7.519300	-8.441600	5.018570
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2C=C(F)C(=O)C3=C2CCC3)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_863	-7.309130	-6.763900	-8.124200	4.228801
CCC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O)C=CC1=CCCCC1	Molecule_892	-7.288286	-6.892800	-7.949200	4.344076
O=P(O)(O)O[P@](=O)(O)O[C@@H]1[C@H](O)[C@@H](O)C[C@H](Oc2cc(NO)ccc2F)[C@H]1O	Molecule_445	-6.990312	-6.422700	-7.850900	5.194707
CCOC(=O)[C@@H](O)c1[nH]c(=O)c(CNC(=O)N)cc1C(=O)O	Molecule_171	-6.731740	-6.215200	-7.449700	4.573743
CC(=O)N[C@H]1O[C@H](CO[P@](=O)(O)OP(=O)(O)O)O[C@@H]1O	Molecule_107	-6.700612	-6.257200	-7.302300	4.366517
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2CCc3ccnnc3C2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_780	-7.246984	-6.600100	-8.387600	5.141501
O=C(O)CCO／C／1=C／[C@@H](CO)[C@H](O)O[P@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)O[C@H]1CO	Molecule_461	-5.107866	-4.327200	-6.182300	5.562294
CC=C1NC(=O)CC1=C1C=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_1303	-6.747771	-6.100600	-8.492800	9.604299
